"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1904375","regulation of protein localization to cell periphery","55/4155","155/18805",0.354838709677419,1.60595473778192,4.03420942269843,0.0000924295652488208,0.00353317649112718,0.00313655398889933,"ACTB/CSK/PLK1/GABARAP/KIF2C/SIRT6/RHOG/STX4/TGFB1/PLS1/MMP14/RER1/PPP1R9B/CIB1/RACK1/ABI3/GPER1/VPS4A/CLN3/VAMP8/AP2M1/SPTBN1/STX8/HRAS/CDK5/GBP1/SORBS1/NETO2/ZDHHC8/EPB41/AKT1/MRAP2/LGALS3/TMBIM1/TMEM108/CAMK2A/NUMA1/RAMP3/ITGB1/PPFIA1/RSC1A1/DLG1/EFCAB7/RANGRF/NRXN1/ATP2C1/RAB11FIP2/PGRMC1/KIF5B/PID1/OLFM1/LYPD1/PIK3R2/PRKCE/WNK1",55
"GO:0000028","ribosomal small subunit assembly","13/4155","21/18805",0.619047619047619,2.8017305598533,4.39943874667664,0.0000969757967188082,0.00368449254321338,0.00327088381022226,"FAU/RPS28/RPS14/RPS27/RPS15/RPS19/MCAT/RPS5/RRP7A/RPSA2/RPSA/ABT1/RRP7BP",13
"GO:0048488","synaptic vesicle endocytosis","32/4155","77/18805",0.415584415584416,1.88088205416725,4.12486032911597,0.0000980743507092716,0.00370378376262906,0.00328800946226962,"ACTB/CLTB/ACTG1/ABCA13/SH3GL1/AP2A1/DGKQ/SYNJ2/ARPC3/STON1/SH3GL3/PIP5K1C/AP2S1/STON2/ATP8A1/AP2M1/MX1/CDK5/MYLK/DNAJC6/CLTA/GAK/SNCG/AP2A2/SCRIB/LRRK2/VAMP2/BLTP1/BIN1/BTBD8/SNAP91/RAB27B",32
"GO:0000082","G1/S transition of mitotic cell cycle","78/4155","240/18805",0.325,1.47090854392298,3.91008804942567,0.000119109937852415,0.00447125868501072,0.00396933023274956,"CDC6/RRM2/CDC25A/CDK1/ACTB/GPR132/E2F7/STIL/CCNB1/AIF1/CCNB2/KIF14/CTDSP1/CDC34/CDC7/INHBA/WEE1/CCNA2/CDKN3/PTPN6/CDK2AP2/TAF10/SMARCD2/CCNE1/EIF4EBP1/EZH2/E2F1/CDKN2D/BID/LSM10/DDR2/CDK2/IQGAP3/CCNA1/BCL7C/BCL7B/KCNA5/CPAP/DGKZ/RPS6/DPF3/DCUN1D3/CCNF/LATS2/RFWD3/BTN2A2/PRMT2/MBLAC1/ADAM17/RRM1/TERT/AKT1/JADE1/CYP1A1/SDE2/DBF4/PKD2/RBBP8/CDK10/MEPCE/RDX/CAMK2A/ITGB1/WAC/CDK3/PLK2/PKD1/TREX1/TFDP1/DLG1/EIF4E/CCNE2/MDM2/KMT2E/MIR214/LATS1/TM4SF5/MTBP",78
"GO:0071706","tumor necrosis factor superfamily cytokine production","66/4155","196/18805",0.336734693877551,1.52401827156856,3.92739670134455,0.000121743958384166,0.00449731935640659,0.00399246542087996,"IGF1/CYBA/PYCARD/TYROBP/TSPO/LILRA4/ADAM8/TNFRSF8/NFKBIL1/VSIR/PTPN6/LILRA2/ARID5A/ARRB2/CARD9/TGFB1/C5AR2/GSTP1/HSPB1/OAS3/LILRA5/CD14/MIF/SPHK2/SASH3/RARA/PTAFR/OAS2/MC1R/CACTIN/MMP8/BCL3/LILRB1/APP/IFIH1/OAS1/FRMD8/TICAM1/LEP/LTF/ADAM17/MIR708/ARFGEF2/CLEC7A/LRRK2/BPI/MIR27B/FOXP3/CCL3/ARHGEF2/ACP5/SYK/FZD5/TREX1/MAPKAPK2/IL4/LILRB4/ORM1/RIGI/TNFAIP3/CD274/MIR101-1/ZBTB20/LGALS9/PTPN11/AGER",66
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","66/4155","196/18805",0.336734693877551,1.52401827156856,3.92739670134455,0.000121743958384166,0.00449731935640659,0.00399246542087996,"IGF1/CYBA/PYCARD/TYROBP/TSPO/LILRA4/ADAM8/TNFRSF8/NFKBIL1/VSIR/PTPN6/LILRA2/ARID5A/ARRB2/CARD9/TGFB1/C5AR2/GSTP1/HSPB1/OAS3/LILRA5/CD14/MIF/SPHK2/SASH3/RARA/PTAFR/OAS2/MC1R/CACTIN/MMP8/BCL3/LILRB1/APP/IFIH1/OAS1/FRMD8/TICAM1/LEP/LTF/ADAM17/MIR708/ARFGEF2/CLEC7A/LRRK2/BPI/MIR27B/FOXP3/CCL3/ARHGEF2/ACP5/SYK/FZD5/TREX1/MAPKAPK2/IL4/LILRB4/ORM1/RIGI/TNFAIP3/CD274/MIR101-1/ZBTB20/LGALS9/PTPN11/AGER",66
"GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","33/4155","81/18805",0.407407407407407,1.84387395819405,4.05333595413668,0.000121956339223021,0.00449731935640659,0.00399246542087996,"CEBPA/PLK1/CDC20/GABARAP/ELOB/AURKA/HSPA1B/HSPA1A/SIRT6/DNAJB2/NOP53/FZR1/DVL1/STUB1/CSNK1D/DDRGK1/ZER1/SIRT2/RACK1/HSPBP1/DDA1/AKT1/GSK3A/SUMO1/LRRK2/KEAP1/SH3RF2/RAD23A/SOCS4/SOCS5/MDM2/AXIN1/COP1",33
"GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","14/4155","24/18805",0.583333333333333,2.64009225832331,4.28160270488025,0.000129210401383473,0.00470941864112205,0.00418075515369903,"SKA3/SKA1/CCNB1/KNL1/CDCA8/BIRC5/NDC80/ANAPC15/MAD2L1/AURKB/GEN1/MAD1L1/INCENP/LCMT1",14
"GO:1903504","regulation of mitotic spindle checkpoint","14/4155","24/18805",0.583333333333333,2.64009225832331,4.28160270488025,0.000129210401383473,0.00470941864112205,0.00418075515369903,"SKA3/SKA1/CCNB1/KNL1/CDCA8/BIRC5/NDC80/ANAPC15/MAD2L1/AURKB/GEN1/MAD1L1/INCENP/LCMT1",14
"GO:0045005","DNA-templated DNA replication maintenance of fidelity","26/4155","59/18805",0.440677966101695,1.99445226294642,4.07424801673811,0.000137374000755013,0.00497802087129004,0.00441920500147097,"EXO1/POLQ/RAD51/BRCA2/DNA2/BRCA1/CDK9/TIMELESS/BLM/GEN1/DONSON/BARD1/TIPIN/PCNA/FAM111A/RFWD3/FBH1/MCM8/MUS81/FANCM/RBBP8/NBN/MMS22L/CENPX/POLD1/EME2",26
"GO:0033108","mitochondrial respiratory chain complex assembly","45/4155","122/18805",0.368852459016393,1.66937917973605,3.95021406876311,0.000139894846387904,0.00503885160443362,0.00447320708123357,"NDUFB7/ATP5F1D/TAFAZZIN/NDUFS7/SURF1/COA8/NDUFA3/NDUFA13/SDHAF1/NDUFC2/NDUFA11/NDUFA1/HIGD2A/UQCC3/NDUFA2/UQCC4/NDUFB1/SDHAF4/NDUFB10/ECSIT/NDUFS8/COX17/UQCRFS1/MT-ND6/TMEM223/ATPAF2/NDUFAF8/COA3/PET100/NDUFB9/DMAC1/NDUFB11/NDUFB8/UQCC5/STMP1/MT-ND1/RAB5IF/COX14/NDUFB6/NDUFS3/NDUFB5/MT-ND4/NDUFC1/NDUFB2/TMEM186",45
"GO:0000086","G2/M transition of mitotic cell cycle","51/4155","143/18805",0.356643356643357,1.61412233975411,3.92586756492112,0.00014103937996408,0.00503885160443362,0.00447320708123357,"CDC6/MELK/DTL/CDC25A/CLSPN/CDK1/GPR132/CCNB1/KIF14/TICRR/ORC1/CHEK1/CENPF/PLK1/BIRC5/CDC7/MIIP/AURKA/WEE1/CCNA2/BABAM2/FBXL15/NOP53/FZR1/FBXO5/CDC14B/FOXM1/BRCA1/CCDC57/CDK2/AURKB/BLM/VPS4A/DONSON/BARD1/CDK14/MASTL/APP/CDC25C/RRM1/SYF2/BABAM1/NES/ZFYVE19/RBBP8/NBN/CDK3/LCMT1/TAF2/LATS1/CCNY",51
"GO:0000727","double-strand break repair via break-induced replication","9/4155","12/18805",0.75,3.39440433212996,4.418571415531,0.000141464010588661,0.00503885160443362,0.00447320708123357,"CDC45/MCM4/GINS2/MCM6/GINS4/CDC7/MCM2/MCMDC2/MUS81",9
"GO:0006270","DNA replication initiation","19/4155","38/18805",0.5,2.26293622141998,4.15018650051915,0.000142457796077152,0.00504558148930885,0.00447918149188167,"MCM10/CDC6/CDC45/TICRR/ORC1/MCM4/MCM6/CDC34/ORC6/GMNN/MCM2/CCNE1/CDK2/POLA1/GINS3/NBN/CDT1/PRIM1/CCNE2",19
"GO:2001252","positive regulation of chromosome organization","40/4155","105/18805",0.380952380952381,1.72414188298665,3.96268304053473,0.000144601637323364,0.00509273968752903,0.00452104586947738,"BUB1/CDK1/SKA3/NCAPG/SKA1/NEK2/NCAPH/SIRT6/NCAPG2/MAPK3/ACD/SMC2/TFPT/PNKP/TINF2/CDK2/AURKB/INO80E/MCRS1/FEN1/INO80B/SLX1A/NCAPD2/SMC4/ERCC1/RUVBL2/SLX1B/INO80D/WRAP53/NBN/MAD1L1/NUMA1/NCAPD3/TNKS2/KAT5/NEK7/INO80C/UCHL5/PTGES3/MAP2K7",40
"GO:0090329","regulation of DNA-templated DNA replication","20/4155","41/18805",0.48780487804878,2.20774265504388,4.12283015779557,0.000148048199269576,0.00518499531408365,0.00460294518987504,"E2F7/E2F8/TICRR/MCM4/MCM6/CDC7/GMNN/MCM2/FBXO5/CDK2/TIMELESS/BLM/NUGGC/TIPIN/FGFR1/DBF4/NBN/CDT1/WIZ/ENDOG",20
"GO:0009259","ribonucleotide metabolic process","112/4155","371/18805",0.30188679245283,1.36630111481961,3.79496020937582,0.000153971046252394,0.00534294352509011,0.00474316266627792,"UCHL1/IGF1/ALDOA/IMPDH1/TPI1/TSPO/FBP1/GALK1/COASY/HSPA1B/HSPA1A/SIRT6/ENO1/GUK1/ANTKMT/NDUFB7/FIS1/ATP5MGL/ATP5F1D/TAFAZZIN/NT5C/NDUFS7/TGFB1/BAD/ZBTB7A/AMPD2/APRT/NDUFA3/NME3/NDUFA13/PFKL/UCP2/JMJD8/NDUFC2/NUDT4B/NDUFA11/VPS9D1/EIF6/MLST8/NUDT4/NDUFA1/GAPDH/SPHK2/UQCC3/UCK1/ATP5ME/HK3/NDUFA2/SLC2A6/ALDOC/NDUFB1/NDUFV1/MT-ND3/NDUFB10/ATP5F1E/UCKL1/APP/NDUFS8/MT-ND6/ATP6V0C/NUDT18/NDUFS6/NDUFA7/PDE5A/FKRP/ADSS1/PAICS/MTHFD1/ABHD14B/AK1/ARL2/PRKAG3/ATP5MC2/GUCY1A1/LRRK2/NDUFB9/NDUFB11/FLCN/MLXIPL/AMPD1/NDUFB8/MAGI3/TREX1/SELENON/DLG1/MT-ND1/IL4/NDUFB6/ENTPD4/EP300/NDUFS3/KAT2B/GIT1/ATP5MJ/IMPDH2/ATP5MG/NDUFB5/PPAT/MT-ND4/PID1/ATP5PO/NME2/NDUFC1/FIGNL1/NDUFB2/NME4/SLC25A25/ZBTB20/PINK1/GUCY1B1/UPB1/HK1",112
"GO:2000058","regulation of ubiquitin-dependent protein catabolic process","59/4155","172/18805",0.343023255813953,1.55247950074161,3.87641997669229,0.000154262685921409,0.00534294352509011,0.00474316266627792,"PBK/BCAP31/LAPTM5/CEBPA/PLK1/CDC20/GABARAP/ELOB/UBXN1/AURKA/HSPA1B/SGTA/HSPA1A/SIRT6/ARAF/DNAJB2/IKBKG/CSNK2B/NOP53/FZR1/TRAF7/EGF/CCDC22/DVL1/STUB1/CSNK1D/DDRGK1/ZER1/SIRT2/CDK2/RACK1/RPL11/BAG6/RPS7/HSPBP1/DDA1/CCAR2/CAMLG/RPL23/AKT1/GSK3A/SUMO1/LRRK2/KEAP1/PTK2/SH3RF2/RPL5/RAD23A/WAC/SOCS4/GIPC1/SOCS5/TRIM67/MDM2/HIPK2/AXIN1/LATS1/UCHL5/COP1",59
"GO:0042176","regulation of protein catabolic process","113/4155","375/18805",0.301333333333333,1.36379622944244,3.7896838655297,0.000156374682489232,0.00534799620035756,0.00474764814522427,"PBK/DTL/EGLN2/TMEM132A/BCAP31/CEBPA/PLK1/CDC20/GABARAP/FAM83D/ELOB/CAV1/UBXN1/AURKA/STX5/ADAM8/HSPA1B/SGTA/HSPA1A/SIRT6/OAZ1/ARAF/CHMP6/DNAJB2/VPS28/TNFRSF1B/CSNK2B/MAD2L1/NOP53/FZR1/MAD2L2/DVL1/STUB1/LDLR/MARCHF2/NDUFA13/PSMF1/BANP/CSNK1D/DDRGK1/ZER1/SIRT2/GGA1/HGS/PIN1/TIMP1/TMEM259/CDK2/SGSM3/GPX1/RACK1/LPCAT1/CYP51A1/SNF8/LAPTM4B/RPL11/BAG6/TRIM40/BARD1/SNRNP70/HSPBP1/APP/DDA1/CCAR2/DNAAF4/CAMLG/AGAP2/FLNA/ATP13A2/CST3/CREBRF/CD81/AKT1/EEF1A2/GSK3A/WDR91/RIC1/NKD1/SUMO1/LRRK2/MYCBP2/KEAP1/OAZ2/F8A1/SH3RF2/PPP2R3A/RDX/RAD23A/RILP/FBXL20/WAC/SOCS4/PLK2/PSMC3/GIPC1/ATG7/PKD1/FURIN/BAG2/USP25/RNF19A/SOCS5/TNFSF12/MDM2/LAMP3/AXIN1/TNFAIP3/GABARAPL2/UCHL5/RELA/PINK1/XBP1/COP1",113
"GO:0002218","activation of innate immune response","100/4155","325/18805",0.307692307692308,1.39257613625845,3.80195013387512,0.000156951718011088,0.00534799620035756,0.00474764814522427,"SLC15A3/CYBA/PYCARD/CD300LF/TYROBP/CAV1/LILRA4/SPSB3/HSPA1B/OASL/LRCH4/INAVA/HSPA1A/NFKBIL1/HCK/ZDHHC12/LILRA2/NOP53/ARRB2/ZDHHC1/GPR108/TNIP2/PQBP1/CPTP/IRAK2/MAPKAPK3/NINJ1/SIRT2/IRF4/GPATCH3/NLRX1/OAS3/PHB2/CD14/GPS2/AURKB/SLC19A1/RSAD2/IRF3/TRIM5/DDX60/EPG5/TRIM11/UNC93B1/CACTIN/LATS2/FLOT1/ECSIT/ABHD17A/ZNFX1/APP/IFIH1/GFI1/KCNK6/TAB1/OAS1/TKFC/IRAK1/NR1H3/TICAM1/EIF2AK2/LTF/S100A9/TNIP1/MIR708/AKT1/BANF1/CLEC7A/TBK1/ESR1/NAGLU/PELI1/RBM14/STMP1/SYK/TREX1/ZNRF1/MAPKAPK2/NEK7/TIFAB/EP300/FCN1/PCBP2/GBP5/GDI1/RIGI/DDX41/NR1D1/RAB11FIP2/CYLD/STING1/TNFAIP3/CD274/TARBP2/LATS1/WDFY1/RELA/PTPRS/PRKCE/WASHC4",100
"GO:0061640","cytoskeleton-dependent cytokinesis","46/4155","126/18805",0.365079365079365,1.6523026378622,3.91245557489437,0.000156967825947646,0.00534799620035756,0.00474764814522427,"NUSAP1/KIF4A/CENPA/CEP55/CHMP2A/CDCA8/PLK1/BIRC5/CIT/CHMP4B/ESPL1/KIF20A/ANLN/CHMP1A/PLEC/BIN3/CHMP6/UNC119/STMN1/RACGAP1/KIF23/CFL1/ARL3/EXOC3/ECT2/AURKB/IQGAP3/DCTN3/KIF4B/CHMP4A/SEPTIN9/SEPTIN11/VPS4A/JTB/SPTBN1/KIF20B/ROCK2/ALKBH4/RHOA/CKAP2/ZFYVE19/ANKRD53/INCENP/SEPTIN4/EXOC7/WNK1",46
"GO:0019693","ribose phosphate metabolic process","114/4155","379/18805",0.300791556728232,1.36134421763524,3.78457402151823,0.000158728468560177,0.00537875010488513,0.00477494971992976,"UCHL1/IGF1/ALDOA/IMPDH1/TPI1/TSPO/FBP1/GALK1/COASY/HSPA1B/HSPA1A/SIRT6/ENO1/G6PD/GUK1/ANTKMT/NDUFB7/FIS1/ATP5MGL/ATP5F1D/TAFAZZIN/NT5C/NDUFS7/TGFB1/BAD/ZBTB7A/AMPD2/APRT/NDUFA3/NME3/NDUFA13/PFKL/UCP2/JMJD8/NDUFC2/NUDT4B/NDUFA11/VPS9D1/EIF6/MLST8/NUDT14/NUDT4/NDUFA1/GAPDH/SPHK2/UQCC3/UCK1/ATP5ME/HK3/NDUFA2/SLC2A6/ALDOC/NDUFB1/NDUFV1/MT-ND3/NDUFB10/ATP5F1E/UCKL1/APP/NDUFS8/MT-ND6/ATP6V0C/NUDT18/NDUFS6/NDUFA7/PDE5A/FKRP/ADSS1/PAICS/MTHFD1/ABHD14B/AK1/ARL2/PRKAG3/ATP5MC2/GUCY1A1/LRRK2/NDUFB9/NDUFB11/FLCN/MLXIPL/AMPD1/NDUFB8/MAGI3/TREX1/SELENON/DLG1/MT-ND1/IL4/NDUFB6/ENTPD4/EP300/NDUFS3/KAT2B/GIT1/ATP5MJ/IMPDH2/ATP5MG/NDUFB5/PPAT/MT-ND4/PID1/ATP5PO/NME2/NDUFC1/FIGNL1/NDUFB2/NME4/SLC25A25/ZBTB20/PINK1/GUCY1B1/UPB1/HK1",114
"GO:0032273","positive regulation of protein polymerization","36/4155","92/18805",0.391304347826087,1.77099356458955,3.94788761356411,0.000163100685929115,0.00549719462413774,0.00488009805606808,"SKA1/PYCARD/CDC42EP2/HSPA1B/HSPA1A/PFN1/HCK/FES/VASP/CRACD/TPPP3/MET/MLST8/NAV3/DCTN1/RPS3/CCL24/RAC1/ARL2/NCKAP1/PSRC1/NUMA1/BAIAP2/ANKRD53/CCL26/BIN1/CDC42EP4/RICTOR/DLG1/GIT1/CLASP1/CARMIL2/CKAP5/PINK1/CARMIL1/PRKCE",36
"GO:1904667","negative regulation of ubiquitin protein ligase activity","8/4155","10/18805",0.8,3.62069795427196,4.4145620713483,0.000164447371677999,0.00551294424090575,0.00489407967386197,"MAD2L1/FBXO5/MAD2L2/RPL11/RPS7/RPL23/RPL5/BAG2",8
"GO:0051098","regulation of binding","69/4155","209/18805",0.330143540669856,1.49418755289931,3.82601792081665,0.000169725474647344,0.00565962234342659,0.00502429218622905,"HJURP/IGF1/PLK1/AURKA/GMNN/DNAJB2/STMN1/CSNK2B/EGF/MAD2L2/ZBTB7A/EDF1/E2F1/DDRGK1/SIRT2/MET/PIN1/TRIM6/BAMBI/ATP2A3/GPSM1/RACK1/BAX/RIPOR1/RPL11/RARA/IFIT1/HDAC5/EIF3D/LRPAP1/CPNE1/FLOT1/BCL3/MIR27A/JUN/CAMK1/LAMTOR5/PARP9/PER2/TFAP4/IFIT2/GNL3L/GTF2F1/DTX3L/TERT/EPB41/CTNNBIP1/AKT1/NIBAN2/SNAPIN/NES/FKBP1A/SUMO1/LRRK2/MIR27B/MED25/CDT1/TLE5/RSF1/BAG2/PEX14/SYMPK/HIPK2/EIF3C/STING1/TTBK2/DOT1L/MARK2/CFHR2",69
"GO:0032640","tumor necrosis factor production","64/4155","191/18805",0.335078534031414,1.51652270335998,3.82100905753033,0.000179133872296206,0.00591047497592061,0.00524698494642682,"IGF1/CYBA/PYCARD/TYROBP/TSPO/LILRA4/TNFRSF8/NFKBIL1/VSIR/PTPN6/LILRA2/ARID5A/ARRB2/CARD9/TGFB1/C5AR2/GSTP1/HSPB1/OAS3/LILRA5/CD14/MIF/SPHK2/SASH3/RARA/PTAFR/OAS2/MC1R/CACTIN/MMP8/BCL3/LILRB1/APP/IFIH1/OAS1/FRMD8/TICAM1/LEP/LTF/ADAM17/MIR708/ARFGEF2/CLEC7A/LRRK2/BPI/MIR27B/FOXP3/CCL3/ARHGEF2/ACP5/SYK/FZD5/TREX1/MAPKAPK2/IL4/LILRB4/ORM1/RIGI/TNFAIP3/MIR101-1/ZBTB20/LGALS9/PTPN11/AGER",64
"GO:0032680","regulation of tumor necrosis factor production","64/4155","191/18805",0.335078534031414,1.51652270335998,3.82100905753033,0.000179133872296206,0.00591047497592061,0.00524698494642682,"IGF1/CYBA/PYCARD/TYROBP/TSPO/LILRA4/TNFRSF8/NFKBIL1/VSIR/PTPN6/LILRA2/ARID5A/ARRB2/CARD9/TGFB1/C5AR2/GSTP1/HSPB1/OAS3/LILRA5/CD14/MIF/SPHK2/SASH3/RARA/PTAFR/OAS2/MC1R/CACTIN/MMP8/BCL3/LILRB1/APP/IFIH1/OAS1/FRMD8/TICAM1/LEP/LTF/ADAM17/MIR708/ARFGEF2/CLEC7A/LRRK2/BPI/MIR27B/FOXP3/CCL3/ARHGEF2/ACP5/SYK/FZD5/TREX1/MAPKAPK2/IL4/LILRB4/ORM1/RIGI/TNFAIP3/MIR101-1/ZBTB20/LGALS9/PTPN11/AGER",64
"GO:0010257","NADH dehydrogenase complex assembly","27/4155","63/18805",0.428571428571429,1.93965961835998,3.97854884669111,0.00018201633439597,0.00591597716182543,0.0052518694754592,"NDUFB7/TAFAZZIN/NDUFS7/NDUFA3/NDUFA13/NDUFC2/NDUFA11/NDUFA1/NDUFA2/NDUFB1/NDUFB10/ECSIT/NDUFS8/MT-ND6/NDUFAF8/NDUFB9/DMAC1/NDUFB11/NDUFB8/MT-ND1/NDUFB6/NDUFS3/NDUFB5/MT-ND4/NDUFC1/NDUFB2/TMEM186",27
"GO:0032981","mitochondrial respiratory chain complex I assembly","27/4155","63/18805",0.428571428571429,1.93965961835998,3.97854884669111,0.00018201633439597,0.00591597716182543,0.0052518694754592,"NDUFB7/TAFAZZIN/NDUFS7/NDUFA3/NDUFA13/NDUFC2/NDUFA11/NDUFA1/NDUFA2/NDUFB1/NDUFB10/ECSIT/NDUFS8/MT-ND6/NDUFAF8/NDUFB9/DMAC1/NDUFB11/NDUFB8/MT-ND1/NDUFB6/NDUFS3/NDUFB5/MT-ND4/NDUFC1/NDUFB2/TMEM186",27
"GO:0045088","regulation of innate immune response","140/4155","482/18805",0.29045643153527,1.31456875933111,3.72591240681497,0.000182131694406174,0.00591597716182543,0.0052518694754592,"SLC15A3/CYBA/PYCARD/CD300LF/TYROBP/CAV1/LILRA4/SPSB3/NR1H2/ADAM8/HSPA1B/OASL/SPI1/LRCH4/INAVA/HSPA1A/NFKBIL1/HCK/ZDHHC12/PTPN6/LILRA2/TTLL12/NOP53/CDC37/ARRB2/CARD9/ZDHHC1/TGFB1/CADM1/GPR108/FAM3A/TNIP2/NLRP4/PQBP1/CPTP/IRAK2/MAPKAPK3/NINJ1/SIRT2/IRF4/GPATCH3/CD1D/NLRX1/TRIM6/IL21/RASGRP4/OAS3/PHB2/CD14/GPS2/AURKB/SLC19A1/RSAD2/IRF3/NCF1/TRIM5/RPS19/DDX60/IL12A/USP18/CD300C/EPG5/PARP14/TRIM11/UNC93B1/CACTIN/LATS2/FLOT1/CEP63/ECSIT/ABHD17A/LILRB1/ZNFX1/APP/IFIH1/GFI1/PARP9/KCNK6/TAB1/GRN/OAS1/ADAR/TKFC/IRAK1/NR1H3/GFER/TICAM1/LEP/EIF2AK2/LAMP1/LTF/S100A9/TNIP1/MIR708/LRP8/AKT1/BANF1/CLEC7A/TBK1/PIK3R6/ESR1/NAGLU/PELI1/EIF4E2/RBM14/STAT2/MED1/STMP1/SYK/TREX1/ZNRF1/MAPKAPK2/KAT5/NEK7/TIFAB/EP300/FCN1/PCBP2/GBP5/NCR3/GDI1/RIGI/DDX41/NCR1/NR1D1/RAB11FIP2/CYLD/STING1/TNFAIP3/CD274/TARBP2/LATS1/WDFY1/RELA/LGALS9/IFNK/PTPN11/PTPRS/PRKCE/WASHC4",140
"GO:0071222","cellular response to lipopolysaccharide","75/4155","232/18805",0.323275862068966,1.46310531557326,3.77984988134521,0.00019159519084066,0.00616842262906773,0.00547597626413699,"PYCARD/BMP6/TSPO/NFKBIL1/HCK/MAP2K3/PTPN6/TNFRSF1B/LILRA2/VIM/ARID5A/TNIP2/MAPK3/LILRB2/IRAK2/GSTP1/CXCL13/CMPK2/PLSCR4/CD14/MIF/IRF3/TRIM5/PAF1/NUGGC/HSF1/RARA/PTAFR/SIGIRR/HDAC5/SBNO2/CACTIN/MMP8/LILRB1/DEFA4/RHOA/GFI1/IRAK1/NR1H3/GFER/TICAM1/LTF/ABCA1/TNIP1/AKT1/BPI/CD80/NFKBIB/PLSCR3/DEFA1B/CDK19/CTSG/LY86/DEFA1/MTDH/DEFA3/ASS1/CD68/LITAF/TIFAB/GIT1/GBP5/NOS3/NR1D1/TNFAIP3/CD274/RELA/CARD17P/TNFSF4/GBP3/XBP1/ANKRD1/PTPN11/PRKCE/MAP2K7",75
"GO:0140374","antiviral innate immune response","26/4155","60/18805",0.433333333333333,1.96121139189731,3.97140003258292,0.000191871496677015,0.00616842262906773,0.00547597626413699,"TMEM120A/OASL/ZDHHC1/MARCHF2/TRIM6/OAS3/PHB2/UAP1/IRF3/USP18/IFIT1/OAS2/MX1/IFIT3/IFIH1/OAS1/USP20/EIF2AK2/IFIT2/ATAD3A/TBK1/RPSA/DUS2/RIGI/STING1/RELA",26
"GO:0006979","response to oxidative stress","121/4155","408/18805",0.29656862745098,1.34223177839126,3.72193457225644,0.000194055964549021,0.00620682062121333,0.00551006382691018,"CDK1/AIF1/SDC1/NAPRT/CD38/HBA2/HBA1/ALDH3B1/HSPA1B/HSPA1A/CCS/G6PD/HMOX1/NET1/STX4/RGS14/PYCR1/MSRA/MIRLET7B/XRCC1/PXN/ZNF580/PEX10/EZH2/COA8/PRDX5/RBM11/FUT8/PNKP/MMP14/GSTP1/SIRT2/UCP2/ABCD1/MSRB3/MET/ECT2/KLF2/DDR2/TXN2/COMT/CBX8/MYB/HBB/TXNRD2/DHFR/GPX1/RACK1/AGAP3/KCNA5/NUDT1/HSF1/TMEM161A/ATOX1/HM13/RIPK3/HMOX2/MT-ND3/NCOA7/RPS3/LONP1/APP/ERCC1/PCNA/MAP1LC3A/STAT1/ROMO1/MT-ND6/TRPM2/RWDD1/HYAL2/SETX/PEX5/ATP13A2/GPX4/EPAS1/S100A7/TPO/MPO/IL18BP/PRDX6/AKT1/BANF1/STK25/LRRK2/KEAP1/NAGLU/PKD2/STK26/SOD1/MICB/PAWR/CASP3/PPP1R15B/AAAS/TP53INP1/ANKZF1/USP25/TREX1/PEX14/CHCHD2/UCN/SELENON/ERCC2/MT-ND1/PDK2/PTPRN/KAT2B/LPO/MDM2/ADPRS/NEIL1/ENDOG/NOS3/TNFAIP3/ABCB11/RELA/PINK1/ATE1/PNPT1/XBP1",121
"GO:0010458","exit from mitosis","17/4155","33/18805",0.515151515151515,2.33151004631149,4.07697424275598,0.000199677969096962,0.00635421922979114,0.00564091596374907,"CDCA5/CHMP2A/BIRC5/UBE2C/CHMP4B/ANLN/CTDP1/CDC14C/TGFB1/CDC14B/SIRT2/PPP1R9B/PHB2/KNTC1/CDKN1C/RPL24/CLASP1",17
"GO:1903052","positive regulation of proteolysis involved in protein catabolic process","49/4155","138/18805",0.355072463768116,1.6070126789794,3.81146437563569,0.000212826398247891,0.00673842773038397,0.00598199451109303,"BCAP31/LAPTM5/CEBPA/PLK1/CDC20/GABARAP/ELOB/CAV1/AURKA/HSPA1B/SGTA/HSPA1A/SIRT6/DNAJB2/IKBKG/NOP53/FZR1/TRAF7/EGF/CCDC22/DVL1/STUB1/CSNK1D/DDRGK1/ZER1/SIRT2/TMEM259/RACK1/BAG6/HSPBP1/DDA1/AKT1/GSK3A/SUMO1/LRRK2/KEAP1/PTK2/SH3RF2/RAD23A/SOCS4/PSMC3/CTSC/BAG2/SOCS5/TRIM67/MDM2/AXIN1/XBP1/COP1",49
